,screen_name,happy_img_idx,angry_img_idx,person_name,clean_text,binaryLabel,rq,cluster_labels,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c,m0_anger,m0_happiness,m0_calm,m1_disgust,m1_sadness,m1_surprise,dpfc_angry,dpfc_disgust,dpfc_fear,dpfc_happy,dpfc_sad,dpfc_surprise,dpfc_neutral
23223,amlookout,5135,9098,Donald Trump,Poll: record number rate economy as excellent at close of trump's first year - a new poll suggests that lots ...,Fake,2,129,-5.7,7.4,142.8,-0.091,0.175,-0.171,0.0,0.0,0.68,0.0,2.13,2.89,0.62,0.92,1.71,1.85,0.16,2.2,0.0,0.55,0.39,0.45,0.3,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.4172220826148987,0.3842587471008301,0.19851921498775482,0.1309663951396942,0.4260551929473877,0.4429784119129181,0.0020943921990692616,1.2737649512928328e-06,0.0018015627283602953,0.7782161235809326,0.021925995126366615,0.0012989739188924432,0.19466155767440796
28289,AFF_PATRIOTS,37498,25882,Donald Trump,Shock report: 2018 democrat landslide? not so fast. Trump’s support doubles among… -,Fake,2,129,6.6,26.0,133.5,-0.073,-0.026,-0.077,0.42,0.0,0.14,0.28,0.85,2.14,0.33,1.27,0.1,0.0,1.39,0.53,0.02,0.0,1.19,2.08,0.18,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5480524301528931,0.2563727796077728,0.19557486474514008,0.0,1.0,0.0,0.05630001053214073,0.07890186458826065,0.032548870891332626,0.1780286282300949,0.2798791527748108,0.0008943211869336665,0.37344712018966675
10451,AJEnglish,29118,19248,Donald Trump,"Trump wants war, moon wants peace - #ajopinion",Real,2,129,11.9,21.4,129.7,-0.041,-0.088,-0.008,0.0,0.0,0.91,0.0,0.0,0.07,0.61,0.0,0.0,0.0,1.71,0.4,0.0,0.0,0.04,1.62,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3978312909603119,0.5558161735534668,0.04635252803564072,0.058969348669052124,0.9410306215286255,0.0,0.35902976989746094,0.026559533551335335,0.3000803291797638,0.0022121986839920282,0.12295415252447128,0.12707854807376862,0.06208546459674835
25773,Delphi2015,781,14987,Donald Trump,Trump’s national security strategy: the return of “great power” military conflict -,Fake,2,129,8.9,11.9,138.3,-0.177,-0.266,0.054,0.17,0.0,0.61,1.8,0.41,0.69,0.15,0.81,0.0,0.0,1.35,0.0,0.0,0.0,1.52,0.92,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.4843533933162689,0.39156004786491394,0.12408652156591415,0.02025705762207508,0.5976195335388184,0.3821234107017517,0.6222970485687256,4.695494955852218e-14,0.07999704033136368,0.0005762899527326226,0.2952560484409332,3.720331733347848e-06,0.0018697979394346476
6703,Jerusalem_Post,9910,310,Donald Trump,Second porn star claims trump invited her to hotel room,Real,2,129,13.6,13.9,133.1,-0.138,0.066,-0.04,0.89,1.57,2.41,1.27,0.0,1.14,0.46,0.11,0.0,1.16,1.19,1.85,0.0,0.16,0.88,0.8,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4453164339065552,0.5546836256980896,0.0,0.02698923461139202,0.6844165325164795,0.28859424591064453,0.00829906016588211,7.085660399752669e-06,0.7620259523391724,0.0010458847973495722,0.016900118440389633,0.08335742354393005,0.1283644437789917
13895,ReutersPolitics,6586,20187,Donald Trump,Trump aides hope win on taxes will stem slide in poll numbers,Real,2,129,12.4,24.9,139.5,-0.27,-0.233,0.099,0.25,0.0,1.35,0.0,0.44,1.36,0.0,0.4,0.0,0.0,2.19,0.0,0.0,0.0,0.5,0.0,0.15,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5192766189575195,0.20120348036289215,0.2795199453830719,0.0700400099158287,0.4373793601989746,0.4925806224346161,0.197609081864357,5.0463549996493384e-06,0.013919257558882236,5.443367626867257e-05,0.36032694578170776,0.00013791717356070876,0.4279473125934601
24648,therussophile,1761,33381,Donald Trump,Art of the deal: behind saudi-lebanon crisis is trump’s middle east ‘peace project’ -,Fake,2,129,10.6,20.4,152.3,-0.012,0.016,0.141,0.0,0.0,2.75,0.0,0.67,0.32,1.02,1.27,0.84,1.49,0.54,1.93,1.34,0.0,0.0,0.85,0.78,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5381528735160828,0.34389975666999817,0.11794733256101608,0.01508919894695282,0.7881099581718445,0.1968008577823639,0.0159063208848238,7.577111160728123e-11,2.2123389499029145e-05,0.9830504059791565,6.315817245194921e-06,6.2567537497670855e-06,0.0010084633249789476
37090,InvestWatchBlog,35042,18723,Donald Trump,"Bill o’reilly comes forward, exposes $200k bribery plot to destroy trump -",Fake,2,129,11.6,12.3,145.1,-0.079,0.042,-0.102,0.23,0.39,0.24,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.76,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3565846383571625,0.5252959132194519,0.11811941862106323,0.0,0.6753091216087341,0.32469093799591064,0.030124371871352196,0.00016606099961791188,0.324585884809494,0.02689070627093315,0.1923965960741043,0.004143116995692253,0.4216932952404022
17619,orlandosentinel,19551,338,Donald Trump,Trump replies 'make america great again!' to tweet about his attacks on african-americans,Real,2,129,5.5,10.9,135.8,-0.105,-0.041,0.066,2.72,0.0,0.43,0.0,1.48,1.23,0.0,0.71,1.93,1.13,0.2,0.97,0.0,1.8,0.29,0.1,1.12,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.3908703923225403,0.6091296672821045,0.0,0.0,0.42301511764526367,0.5769848227500916,8.126073225867003e-05,5.963503024730699e-09,0.0013115055626258254,0.058588750660419464,0.004882006905972958,9.404585398442578e-06,0.9351270794868469
33338,InvestWatchBlog,26018,4862,Donald Trump,"President trump drinks water from bottle, leftist media goes berserk -",Fake,2,129,-4.9,21.7,132.0,-0.074,-0.074,0.022,0.65,0.24,0.95,2.13,0.57,0.0,0.49,0.39,0.0,0.0,1.04,0.01,0.03,0.32,0.14,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3328610956668854,0.667138934135437,0.0,0.0,0.7164010405540466,0.28359898924827576,0.07018297910690308,3.2503033597919284e-09,0.026173997670412064,0.00022946858371142298,0.8551300764083862,3.855188595025538e-07,0.04828308895230293
38392,JournalNEO,30942,36421,Donald Trump,Trump's jerusalem announcement? it just puts the finishing touches to an israeli victory,Fake,2,129,8.9,5.4,130.9,-0.079,-0.046,0.087,0.14,0.0,3.62,0.0,0.52,1.22,0.69,0.77,0.0,0.92,1.21,1.68,0.43,0.0,0.0,0.67,0.86,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.545997679233551,0.454002320766449,0.0,0.01729668490588665,0.0,0.9827033877372742,0.3194012939929962,0.0056229643523693085,0.008100702427327633,0.00012618899927474558,0.511789083480835,2.906339432229288e-06,0.1549568623304367
28619,therussophile,20766,25288,Vladimir Putin,"Russia’s putin, others happy as trump win shocks globe",Fake,2,111,4.6,26.8,138.6,-0.058,0.135,0.04,1.41,0.38,0.0,0.58,0.73,1.68,0.34,0.4,1.02,0.15,0.64,0.1,0.11,0.89,0.0,0.0,0.63,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.293962299823761,0.6738944053649902,0.03214331716299057,0.0,0.0,1.0,0.0028734670486301184,5.914247225291547e-08,0.13761678338050842,8.777877519605681e-05,0.5857318043708801,1.5100191603778512e-06,0.27368855476379395
31557,therussophile,33447,29334,Vladimir Putin,"From america with love: us commandos are a ""persistent presence"" on russia's doorstep -",Fake,2,111,4.0,20.8,124.8,0.033,0.011,0.048,0.3,0.0,0.0,1.13,0.04,1.23,0.0,0.0,0.0,0.0,0.72,0.0,0.71,0.71,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.443163126707077,0.5568368434906006,0.0,0.1627645343542099,0.0,0.8372354507446289,0.010349638760089874,1.6192188923014328e-06,0.030602457001805305,8.845210686558858e-06,0.10389106720685959,3.5944456612924114e-05,0.8551104664802551
30087,therussophile,31953,28059,Vladimir Putin,From america with love: us commandos are a “persistent presence” on russia's doorstep,Fake,2,111,4.0,21.0,123.9,0.013,0.017,0.048,0.23,0.0,0.0,1.12,0.06,0.95,0.0,0.0,0.02,0.29,0.83,0.17,0.89,0.64,0.0,0.0,0.12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.47243136167526245,0.5275686383247375,0.0,0.18219974637031555,0.0,0.8178002238273621,0.021503200754523277,1.2808470273739658e-05,0.04100742191076279,2.434049019939266e-05,0.1286478489637375,9.108975064009428e-05,0.8087132573127747
32547,PressTV,23671,35293,Vladimir Putin,"Cooperation with iran, turkey has been good for syria: putin",Fake,2,111,2.7,21.0,129.6,0.019,0.082,0.068,2.24,1.38,0.0,1.23,0.8,3.31,1.53,0.95,1.02,0.15,1.63,0.36,1.55,0.0,1.53,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.42296284437179565,0.3164963126182556,0.26054081320762634,0.0,0.011149193160235882,0.9888507723808289,0.2547512948513031,2.36195028264774e-05,0.057810358703136444,0.0037310761399567127,0.30834951996803284,0.32225099205970764,0.0530831441283226
21823,CRG_CRM,31613,24061,Vladimir Putin,Ukraine on fire: the real story. Full documentary by oliver stone (original english version),Fake,2,111,4.0,24.0,141.8,0.082,0.027,0.114,0.75,0.0,0.16,0.53,0.12,2.29,0.57,0.0,0.0,0.3,0.22,0.0,0.79,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3916719853878021,0.315784215927124,0.29254379868507385,0.06334476172924042,0.0920461043715477,0.8446091413497925,0.058293234556913376,0.0011987121542915702,0.48850563168525696,0.0004099130164831877,0.32781070470809937,0.0019075573654845357,0.12187431752681732
24687,rinf_community,7216,23834,Vladimir Putin,Video: putin thanks trump and cia for info that helped prevent terror attack,Fake,2,111,11.3,32.8,138.4,0.044,-0.29,0.052,0.0,0.0,0.0,1.03,0.22,0.41,0.39,1.34,0.9,1.41,1.07,0.0,1.01,0.0,0.75,0.89,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21846507489681244,0.7815349102020264,0.0,0.0,0.043724678456783295,0.9562752842903137,8.692341566529649e-07,3.3795318973850463e-13,0.006171258166432381,3.4158311734699964e-08,0.01937003619968891,6.337676313705742e-05,0.9743945002555847
27173,therussophile,27981,25354,Vladimir Putin,Russia’s love affair with crypto confuses many -,Fake,2,111,3.1,12.7,136.1,0.093,0.051,-0.007,0.0,0.0,0.38,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3373514711856842,0.5622682571411133,0.10038026422262192,0.0,0.44155949354171753,0.5584405064582825,0.020553166046738625,1.3307138146956277e-07,0.09109558910131454,0.0004794779815711081,0.48294490575790405,0.0001954715553438291,0.40473130345344543
34995,RussiaInsider,28691,23582,Vladimir Putin,Russia’s love affair with crypto confuses many,Fake,2,111,3.1,12.8,136.2,0.08,0.052,-0.009,0.0,0.0,0.37,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.33685949444770813,0.5603463649749756,0.10279407352209091,0.0,0.42871734499931335,0.571282684803009,0.02194851078093052,1.5660901908631786e-07,0.09298915416002274,0.0004980474477633834,0.47579777240753174,0.00023468928702641279,0.4085316061973572
6604,nypost,36439,23516,Vladimir Putin,Trump thanks putin for kind words about us economy,Real,2,111,8.3,28.4,134.4,-0.062,0.066,0.038,1.65,0.0,0.68,0.93,2.07,4.84,0.74,1.26,1.51,0.65,1.58,0.5,0.99,0.35,1.16,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3834301233291626,0.5563757419586182,0.060194119811058044,0.16227054595947266,0.8377294540405273,0.0,0.5455858111381531,0.0056390175595879555,0.060484908521175385,7.708277553319931e-05,0.2802918255329132,0.014405752532184124,0.09351557493209839
38259,SputnikInt,27148,23821,Vladimir Putin,Watch: 'spasibo!' #erdogan thanks #putin in russian after ankara talks #turkey,Fake,2,111,3.1,28.6,126.5,-0.092,-0.034,0.017,0.39,0.25,0.0,0.0,0.83,1.1,0.12,0.0,1.11,0.0,0.86,0.0,0.0,0.0,1.08,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4604550898075104,0.5386806130409241,0.0008642565226182342,0.14608749747276306,0.04099776968359947,0.8129146695137024,0.0016065947711467743,7.999436857989144e-16,0.0004961208323948085,1.0465187744168603e-10,0.9966327548027039,1.9728239292302226e-14,0.0012645338429138064
26385,JournalNEO,29901,24528,Vladimir Putin,A good day for mankind #politics #russia #russiaintheworld #putin,Fake,2,111,-4.2,9.8,124.9,-0.047,0.04,0.024,1.1,0.5,1.07,1.38,0.0,0.69,0.0,0.0,0.0,0.63,0.5,0.0,0.46,0.0,0.0,1.05,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3708161413669586,0.44596248865127563,0.18322139978408813,0.1203678771853447,0.5838742852210999,0.29575783014297485,0.001861659111455083,7.391282269963995e-05,0.05073390528559685,3.3800177934306674e-11,0.9473288059234619,1.1145174410101544e-12,1.7199984085891629e-06
38310,SputnikInt,33677,29787,Vladimir Putin,'spasibo!' #erdogan thanks #putin in russian after ankara talks (video) #russia #turkey,Fake,2,111,3.1,28.6,126.5,-0.092,-0.034,0.017,0.39,0.25,0.0,0.0,0.83,1.1,0.12,0.0,1.11,0.0,0.86,0.0,0.0,0.0,1.08,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4604550898075104,0.5386806130409241,0.0008642565226182342,0.14608749747276306,0.04099776968359947,0.8129146695137024,0.0016065947711467743,7.999436857989144e-16,0.0004961208323948085,1.0465187744168603e-10,0.9966327548027039,1.9728239292302226e-14,0.0012645338429138064
37441,Delphi2015,32778,20013,Vladimir Putin,Putin to visit turkey and egypt amid anger over trump's jerusalem move -,Fake,2,111,19.0,16.2,131.2,0.043,-0.063,-0.007,0.0,0.0,0.0,2.16,0.02,0.0,0.52,0.0,0.5,0.0,0.19,0.84,0.66,0.66,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.41846340894699097,0.5815365314483643,0.0,0.0,0.0,1.0,0.01582111045718193,5.045602847530972e-06,0.3086570203304291,0.002611312549561262,0.5094100832939148,5.385863551055081e-05,0.16344153881072998
27148,therussophile,34658,23653,Vladimir Putin,New triple alliance. The world is changing -,Fake,2,111,1.5,15.5,124.7,-0.013,0.05,0.008,0.0,0.0,0.07,1.07,1.78,3.03,1.22,0.86,1.32,0.88,0.21,0.27,0.68,0.45,0.24,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3865320682525635,0.6134679317474365,0.0,0.16911698877811432,0.5138615965843201,0.31702134013175964,0.0002028806193266064,0.0017255571437999606,0.0007967192796058953,0.9957173466682434,4.828133387491107e-05,3.7145171063457383e-06,0.0015055527910590172
26237,therussophile,31193,37898,Vladimir Putin,Phil butler interview with jim w. Dean on “putin’s praetorians” - veterans today -,Fake,2,111,2.1,10.8,124.6,0.047,0.044,0.069,0.56,0.0,0.0,0.67,0.37,1.73,0.0,0.36,0.4,1.14,0.19,0.26,0.76,0.25,0.01,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.39067184925079346,0.5290546417236328,0.08027350157499313,0.0,0.0,1.0,0.3742019832134247,0.0010802462929859757,0.22854356467723846,0.001675759325735271,0.19552166759967804,0.0003608712286222726,0.19861586391925812
24715,IntersectionEN,34794,35736,Vladimir Putin,Terrific analysis of #putin's promises over the years. You'll enjoy it.,Fake,2,111,3.4,24.1,125.5,0.04,-0.032,0.07,0.0,0.4,0.0,0.67,1.41,1.54,0.75,0.84,1.35,0.92,0.25,1.16,0.66,0.84,0.0,0.0,0.79,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41637757420539856,0.5007051825523376,0.08291726559400558,0.0714658796787262,0.4618518650531769,0.4666823148727417,0.4065704941749573,0.1483219563961029,0.34855225682258606,0.020831797271966934,0.04939720779657364,0.008991628885269165,0.017334667965769768
23659,RT_com,21144,38148,Vladimir Putin,Putin: we will maintain our security without starting new arms race - watch live -,Fake,2,111,15.6,27.9,143.7,0.211,-0.187,0.062,0.0,0.83,0.0,0.32,0.14,1.13,0.78,0.65,0.24,0.19,0.76,0.17,0.0,0.0,0.0,0.34,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3647312521934509,0.5768604278564453,0.05840829759836197,0.0,0.0,1.0,0.0019352823728695512,4.115132193338589e-11,0.010985015891492367,4.2442954395482957e-07,0.9004587531089783,7.083789910211635e-08,0.08662032335996628
32624,therussophile,32061,22769,Vladimir Putin,Caught? russia accuses us of genetic bioweapons production - veterans today -,Fake,2,111,9.0,27.1,142.4,0.054,0.208,-0.034,0.22,0.0,0.28,0.0,0.0,0.74,0.24,0.47,0.4,0.56,0.73,0.3,0.26,0.51,0.17,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4536229074001312,0.5037243366241455,0.04265272244811058,0.0746508315205574,0.0,0.9253491759300232,0.005963734816759825,0.019075509160757065,0.010782822035253048,0.47176286578178406,0.09723083674907684,0.0012946175411343575,0.3938896059989929
34443,veteranstoday,36518,23020,Vladimir Putin,Breaking: assad tells putin at meeting: syria was saved as a state thanks to russia - - ...,Fake,2,111,3.4,17.2,143.8,0.049,-0.317,-0.091,0.0,0.43,0.0,0.59,0.98,2.86,1.05,1.16,1.04,0.0,0.16,0.32,0.5,0.0,0.13,0.12,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48055991530418396,0.4443480670452118,0.07509207725524902,0.0,0.0,1.0,0.006344592664390802,0.11311105638742447,0.0007013041758909822,0.0001284860190935433,0.8785054683685303,1.0149032277695369e-05,0.0011989475460723042
26268,therussophile,35143,24948,Vladimir Putin,The best thing the us and trump could do for themselves is emulate putin and russia -,Fake,2,111,-3.4,13.4,151.0,-0.147,-0.166,0.05,1.5,0.0,1.32,0.1,0.62,1.21,0.21,0.52,0.42,0.22,0.57,0.04,0.0,0.0,0.0,0.58,0.37,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37927234172821045,0.47538137435913086,0.14534622430801392,0.0,0.28284838795661926,0.7171516418457031,0.014113401994109154,2.828036116397925e-08,0.21699367463588715,3.592517616723967e-09,0.7415508031845093,4.116459673131345e-10,0.027342066168785095
32886,RussiaInsider,33095,29377,Vladimir Putin,The best thing the us and trump could do for themselves is emulate putin and russia,Fake,2,111,-3.4,13.4,151.0,-0.147,-0.166,0.05,1.5,0.0,1.32,0.1,0.62,1.21,0.21,0.52,0.42,0.22,0.57,0.04,0.0,0.0,0.0,0.58,0.37,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37927234172821045,0.47538137435913086,0.14534622430801392,0.0,0.28284838795661926,0.7171516418457031,0.014113401994109154,2.828036116397925e-08,0.21699367463588715,3.592517616723967e-09,0.7415508031845093,4.116459673131345e-10,0.027342066168785095
16676,politico,30120,29385,Vladimir Putin,Putin thanks trump for sharing intelligence that prevented bombings in russia,Real,2,111,6.3,26.5,126.8,-0.035,-0.092,-0.046,0.63,1.2,0.75,0.0,0.26,2.12,0.06,0.87,0.83,0.0,0.25,0.0,0.0,0.0,1.2,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.3517550826072693,0.6482449769973755,0.0,0.04857131466269493,0.43680405616760254,0.5146245360374451,0.11354009062051773,0.00023677873832639307,0.011614852584898472,0.041656430810689926,0.17887909710407257,0.004806210286915302,0.6492665410041809
33083,veteranstoday,34740,23645,Vladimir Putin,"Phil butler interview on ""putin's praetorians"" - - jim w. Dean - we will be checking ba...",Fake,2,111,8.7,15.6,132.2,0.069,0.083,0.075,0.71,0.0,0.0,1.24,0.63,1.93,0.0,0.22,0.58,0.59,0.0,0.2,1.18,0.53,0.03,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4180505871772766,0.5393568277359009,0.042592596262693405,0.0,0.0,1.0,0.10837181657552719,1.0461610600032145e-06,0.029884804040193558,0.0006479660514742136,0.043197475373744965,2.9229513529571705e-05,0.817867636680603
17257,AlArabiya_Eng,36896,23681,Vladimir Putin,#egypt to sign contracts for nuclear power plant during #putin’s visit,Real,2,111,-0.7,28.1,161.6,-0.076,0.329,-0.048,0.0,0.0,0.0,0.64,0.37,2.01,0.32,1.17,1.03,0.94,1.03,0.0,0.18,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.35256215929985046,0.4955691695213318,0.15186871588230133,0.030780861154198647,0.404479444026947,0.5647397637367249,0.02082907408475876,1.285172430698367e-07,4.640837687475141e-06,0.007613448426127434,0.39899590611457825,7.731372875241505e-07,0.5725559592247009
33623,21WIRE,28541,31336,Vladimir Putin,Things just weren't adding up for boris...,Fake,2,111,3.2,15.5,130.0,0.014,-0.072,0.011,0.65,0.55,0.0,0.84,1.8,2.81,1.08,1.09,1.04,0.86,1.04,0.0,1.06,0.1,0.35,0.52,0.44,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4328518211841583,0.44280096888542175,0.12434720247983932,0.0,0.0,1.0,0.07631810754537582,0.2293558269739151,0.2936897277832031,0.00016222536214627326,0.37502050399780273,0.00034923761268146336,0.0251043401658535
34047,therussophile,28564,28607,Vladimir Putin,First person: an astonishingly frank self-portrait by russia's president. . $10.,Fake,2,111,6.8,8.6,158.0,0.096,0.22,0.137,0.31,0.14,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.42,0.79,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.40224477648735046,0.3913840353488922,0.20637118816375732,0.0,0.2714652717113495,0.7285346984863281,0.029328638687729836,2.38464309632036e-07,0.005637836642563343,7.187715527834371e-05,0.06273900717496872,4.603218621923588e-05,0.9021764397621155
22046,therussophile,34341,37931,Vladimir Putin,"Vladimir putin mask, cardboard face and fancy dress mask. $9.97",Fake,2,111,-2.9,17.9,124.2,0.021,0.039,-0.011,1.03,0.0,0.43,0.65,0.33,1.76,0.0,0.54,1.2,0.53,1.1,1.5,1.39,0.27,1.04,1.01,0.23,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.47876042127609253,0.42096325755119324,0.10027632862329483,0.0,0.0,1.0,0.005885017104446888,1.6019856552418332e-09,0.9210954904556274,2.2259728211793117e-05,0.04059741273522377,0.017367061227560043,0.015032713301479816
33095,SputnikInt,37255,33091,Vladimir Putin,#japan's pm #abe meets with #putin more often than other world leaders- envoy #russia,Fake,2,111,3.1,5.9,153.2,0.179,0.245,-0.144,0.0,0.0,0.0,0.0,2.58,1.83,0.67,0.81,1.46,1.56,0.0,0.0,0.0,0.15,0.96,0.38,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.25910264253616333,0.7408973574638367,0.0,0.08694254606962204,0.13841448724269867,0.7746430039405823,0.0017226780764758587,4.801836621481925e-05,0.00028489730902947485,0.9489511847496033,0.001359903602860868,0.0009989346144720912,0.04663440212607384
36513,therussophile,15288,34178,Vladimir Putin,First person: an astonishingly frank self-portrait by russia's president. . $9.8,Fake,2,111,6.8,8.6,158.0,0.096,0.22,0.137,0.31,0.14,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.42,0.79,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.40224477648735046,0.3913840353488922,0.20637118816375732,0.0,0.2714652717113495,0.7285346984863281,0.029328638687729836,2.38464309632036e-07,0.005637836642563343,7.187715527834371e-05,0.06273900717496872,4.603218621923588e-05,0.9021764397621155
